kode,nama_bahan,air,energi,protein,lemak,kh,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,gula,kategori,sumber
ST058,Vanilla cone,0.0,165.8291457286432,4.522613065326633,4.522613065326633,26.130653266331656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.09045226130653,tidak_diketahui,TKPI 2017 + Komputasi
ST059,Mocha moolatte,0.0,118.60940695296524,2.044989775051125,4.4989775051124745,17.995910020449898,0.2044989775051124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.74642126789366,tidak_diketahui,TKPI 2017 + Komputasi
ST060,Hot fudge sundae,0.0,183.7606837606837,3.846153846153846,6.41025641025641,28.205128205128204,0.4273504273504273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,tidak_diketahui,TKPI 2017 + Komputasi
ST061,Chocolate dipped cone,0.0,209.0909090909091,4.090909090909091,10.0,26.818181818181817,0.4545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.545454545454543,tidak_diketahui,TKPI 2017 + Komputasi
ST062,Oreo cookie blizzard,0.0,217.87709497206703,4.189944134078212,8.100558659217876,32.68156424581005,0.2793296089385474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.463687150837988,tidak_diketahui,TKPI 2017 + Komputasi
ST063,Banana split,0.0,139.0374331550802,2.406417112299465,3.743315508021391,24.598930481283425,1.0695187165775402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.251336898395724,tidak_diketahui,TKPI 2017 + Komputasi
ST064,Kental manis FRISIAN FLAG,0.0,350.0,2.5,10.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,tidak_diketahui,TKPI 2017 + Komputasi
ST065,Cokelat FRISIAN FLAG,0.0,337.5,2.5,11.25,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,tidak_diketahui,TKPI 2017 + Komputasi
ST066,Full cream gold FRISIAN FLAG,0.0,325.0,7.5,8.75,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,tidak_diketahui,TKPI 2017 + Komputasi
ST067,Krimer kental manis NESTLE CARNATION,0.0,344.8275862068965,3.4482758620689653,10.344827586206897,58.62068965517241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.172413793103445,tidak_diketahui,TKPI 2017 + Komputasi
ST068,Kental manis INDOMILK,0.0,324.3243243243243,2.702702702702702,9.45945945945946,56.75675675675676,5.405405405405405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.35135135135135,tidak_diketahui,TKPI 2017 + Komputasi
ST069,Kental manis CAP ENAK,0.0,324.3243243243243,2.702702702702702,10.81081081081081,56.75675675675676,5.405405405405405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.35135135135135,tidak_diketahui,TKPI 2017 + Komputasi
DM001,Sarden saus tomat MAYA,0.0,80.0,13.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM002,Ikan mackerel saus tomat AYAM BRAND,0.0,185.7142857142857,18.571428571428573,11.428571428571429,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,tidak_diketahui,TKPI 2017 + Komputasi
DM003,Sarden sambal bangkok KING/S FISHER,0.0,116.66666666666669,13.333333333333334,3.333333333333333,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM004,Makarel saus tomat MAYA,0.0,100.0,16.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM005,Sardines saus tomat ABC,0.0,142.85714285714286,17.142857142857142,2.857142857142857,12.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,tidak_diketahui,TKPI 2017 + Komputasi
DM006,Sarden goreng balado KING'S FISHER,0.0,200.0,13.333333333333334,13.333333333333334,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM007,Tuna dalam air AYAM BRAND,0.0,116.27906976744188,30.232558139534884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM008,Tuna dalam minyak AYAM BRAND,0.0,162.79069767441862,20.930232558139537,8.13953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM009,Chilli tuna AYAM BRAND,0.0,217.3913043478261,17.391304347826086,13.043478260869565,6.521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3478260869565215,tidak_diketahui,TKPI 2017 + Komputasi
DM010,Kornet ayam PRONAS,0.0,140.0,10.0,6.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
DM011,Kornet sapi PRONAS,0.0,160.0,12.0,7.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,tidak_diketahui,TKPI 2017 + Komputasi
DM012,Chicken luncheon PRONAS,0.0,160.0,8.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
PB001,Chicken nugget SO GOOD,0.0,250.0,16.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
PB002,Chicken stick SO GOOD,0.0,250.0,13.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
PB003,Chicken KARAGE SO GOOD,0.0,300.0,12.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
PB004,Chicken wings SO GOOD,0.0,220.0,20.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
PB005,Chicken sausage SO GOOD,0.0,183.3333333333333,15.0,11.666666666666668,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
PB006,Bakso sapi kuah,0.0,133.33333333333334,6.666666666666667,4.166666666666667,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
PB007,Mantou plain EDO,0.0,300.0,5.0,2.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,tidak_diketahui,TKPI 2017 + Komputasi
PB008,Mantou rasa cokelat EDO,0.0,300.0,7.5,3.75,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,tidak_diketahui,TKPI 2017 + Komputasi
PB009,Mini pau kacang merah EDO,0.0,320.0,8.0,6.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,tidak_diketahui,TKPI 2017 + Komputasi
PB010,Pancake original EDO,0.0,290.9090909090909,7.272727272727272,12.727272727272728,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.545454545454543,tidak_diketahui,TKPI 2017 + Komputasi
PB011,Puff pastry sheet EDO,0.0,400.0,6.0,26.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,tidak_diketahui,TKPI 2017 + Komputasi
PB012,Pizza base EDO,0.0,275.0,7.5,2.5,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
SM001,Coffe candy KOPIKO,0.0,444.44444444444446,0.0,11.11111111111111,88.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,tidak_diketahui,TKPI 2017 + Komputasi
SM002,Fruits FOX'S,0.0,333.3333333333333,0.0,0.0,88.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,tidak_diketahui,TKPI 2017 + Komputasi
SM003,Milk candy UHA,0.0,500.00000000000006,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,tidak_diketahui,TKPI 2017 + Komputasi
SM004,Barley mint flavor RELAXA,0.0,400.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,tidak_diketahui,TKPI 2017 + Komputasi
SM005,Original herb RICOLA,0.0,400.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
SM006,Original FISHERMAN'S FRIEND,0.0,0.0,0.0,0.0,86.95652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
SM007,Almond SILVERQUEEN,0.0,566.6666666666667,13.333333333333334,36.66666666666667,46.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.66666666666667,tidak_diketahui,TKPI 2017 + Komputasi
SM008,Dairy milk chocolate CADBURY,0.0,533.3333333333334,6.666666666666667,30.0,60.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,tidak_diketahui,TKPI 2017 + Komputasi
SM009,Chunky almond bar SILVERQUEEN,0.0,566.6666666666667,10.0,36.66666666666667,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,tidak_diketahui,TKPI 2017 + Komputasi
SM010,Whole almonds RITTER SPORT,0.0,560.0,12.0,36.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,tidak_diketahui,TKPI 2017 + Komputasi
SM011,Dairy milk DELFI,0.0,555.5555555555555,7.407407407407407,33.333333333333336,55.55555555555556,3.703703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444444444444,tidak_diketahui,TKPI 2017 + Komputasi
SM012,Toblerone,0.0,520.0,4.0,28.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,tidak_diketahui,TKPI 2017 + Komputasi
SM013,Energi bar FITBAR,0.0,375.0,12.5,10.416666666666668,58.333333333333336,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,tidak_diketahui,TKPI 2017 + Komputasi
SM014,Energi bar HEAVENLY BLUSH,0.0,360.0,8.0,10.0,60.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,tidak_diketahui,TKPI 2017 + Komputasi
SM015,Energi bar SNICKERS,0.0,500.0,10.0,25.0,60.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.71428571428572,tidak_diketahui,TKPI 2017 + Komputasi
SM016,Energi bar L-MEN,0.0,400.0,12.0,10.0,68.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,tidak_diketahui,TKPI 2017 + Komputasi
SM017,Energi bar WRP,0.0,400.0,5.0,17.5,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,tidak_diketahui,TKPI 2017 + Komputasi
SM018,Energi bar SOYJOY,0.0,500.0,16.666666666666668,30.0,40.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.333333333333336,tidak_diketahui,TKPI 2017 + Komputasi
SM019,POCKY chocolate,0.0,489.3617021276596,6.382978723404255,21.27659574468085,68.08510638297872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.53191489361702,tidak_diketahui,TKPI 2017 + Komputasi
SM020,POCKY doublechoco,0.0,510.6382978723405,8.51063829787234,25.53191489361702,61.70212765957447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.148936170212764,tidak_diketahui,TKPI 2017 + Komputasi
SM021,POCKY cookies & cream,0.0,525.0,7.5,25.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,tidak_diketahui,TKPI 2017 + Komputasi
SM022,POCKY strawberry,0.0,488.8888888888889,6.666666666666667,22.22222222222222,68.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,tidak_diketahui,TKPI 2017 + Komputasi
SM023,POCKY choco banana,0.0,523.8095238095239,7.142857142857142,23.80952380952381,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142857142857,tidak_diketahui,TKPI 2017 + Komputasi
SM024,POCKY matcha,0.0,484.8484848484849,9.09090909090909,21.21212121212121,69.6969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.303030303030305,tidak_diketahui,TKPI 2017 + Komputasi
SM025,TIMTAM chocolate,0.0,500.0,6.666666666666667,23.333333333333336,70.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.66666666666667,tidak_diketahui,TKPI 2017 + Komputasi
SM026,NISSIN chocolate wafers,0.0,560.0,8.0,36.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,tidak_diketahui,TKPI 2017 + Komputasi
SM027,LOACKER chocolate,0.0,511.0,7.7,26.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,tidak_diketahui,TKPI 2017 + Komputasi
SM028,WALENS choco soes,0.0,560.0,8.0,32.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,tidak_diketahui,TKPI 2017 + Komputasi
SM029,SELAMAT WAFER chocolate,0.0,533.3333333333334,6.666666666666667,26.666666666666668,63.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,tidak_diketahui,TKPI 2017 + Komputasi
SM030,TANGO chocolate,0.0,500.0,5.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,tidak_diketahui,TKPI 2017 + Komputasi
SM031,OREO snack biskuit,0.0,476.1904761904762,3.401360544217688,20.40816326530612,71.42857142857143,3.4013605442176877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.41496598639456,tidak_diketahui,TKPI 2017 + Komputasi
SM032,LOTTE choco pie,0.0,428.5714285714286,3.571428571428572,16.071428571428573,67.85714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.714285714285715,tidak_diketahui,TKPI 2017 + Komputasi
SM033,SERENA egg rolls chocolate,0.0,571.4285714285714,7.142857142857143,32.142857142857146,57.142857142857146,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428571428573,tidak_diketahui,TKPI 2017 + Komputasi
SM034,GOOD TIME double chocochips,0.0,500.0,6.25,21.875,68.75,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,tidak_diketahui,TKPI 2017 + Komputasi
SM035,MEIJI hello panda chocolate,0.0,511.1111111111112,6.666666666666667,22.22222222222222,66.66666666666667,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,tidak_diketahui,TKPI 2017 + Komputasi
SM036,ROMA malkist crackers,0.0,444.44444444444446,7.407407407407407,16.666666666666668,70.37037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,tidak_diketahui,TKPI 2017 + Komputasi
SM037,NISSIN criskpy crackers,0.0,500.0,6.666666666666667,20.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,tidak_diketahui,TKPI 2017 + Komputasi
SM038,GERRY SALUUT malkist chocolate,0.0,464.28571428571433,7.142857142857143,17.857142857142858,67.85714285714286,3.571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.857142857142858,tidak_diketahui,TKPI 2017 + Komputasi
SM039,KHONG GUAN malkist abon,0.0,444.44444444444446,11.11111111111111,16.666666666666664,72.22222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,tidak_diketahui,TKPI 2017 + Komputasi
SM040,KHONG GUAN saltcheese,0.0,500.0,6.25,25.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,tidak_diketahui,TKPI 2017 + Komputasi
SM041,KHONG GUAN malkist seaweed,0.0,500.0,5.555555555555555,19.444444444444443,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,tidak_diketahui,TKPI 2017 + Komputasi
SM042,DUA KELINCI kacang garing,0.0,640.0,32.0,48.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,tidak_diketahui,TKPI 2017 + Komputasi
SM043,DUA KELINCI sukro,0.0,520.0,8.0,28.0,60.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,tidak_diketahui,TKPI 2017 + Komputasi
SM044,DUA KELINCI kacang polong,0.0,480.0,12.0,20.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
SM045,MR.P garlic peanuts,0.0,600.0,15.0,42.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,tidak_diketahui,TKPI 2017 + Komputasi
SM046,MR.P cashewnuts,0.0,375.0,17.5,30.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,tidak_diketahui,TKPI 2017 + Komputasi
SM047,MR.P honey peanuts,0.0,600.0,28.0,48.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,tidak_diketahui,TKPI 2017 + Komputasi
SM048,CHITATO fresh potato,0.0,550.0,5.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
SM049,CHEETOS jagung bakar,0.0,500.0,10.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
SM050,LAY'S krim & bawang,0.0,550.0,10.0,30.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
SM051,WRP deli chips,0.0,525.0,2.5,27.5,65.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,tidak_diketahui,TKPI 2017 + Komputasi
SM052,TARO NET seaweed,0.0,450.0,5.0,20.0,70.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,tidak_diketahui,TKPI 2017 + Komputasi
SM053,DORITOS barbeque,0.0,500.0,10.0,22.5,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,tidak_diketahui,TKPI 2017 + Komputasi
SM054,KUSUKA keripik singkong,0.0,500.0,0.0,22.5,70.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,tidak_diketahui,TKPI 2017 + Komputasi
SM055,KUSUKA keripik ubi,0.0,550.0,5.0,35.0,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,tidak_diketahui,TKPI 2017 + Komputasi
SM056,KUSUKA keripik emping,0.0,560.0,8.0,36.0,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,tidak_diketahui,TKPI 2017 + Komputasi
SM057,QTELA singkong original,0.0,500.0,0.0,25.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,tidak_diketahui,TKPI 2017 + Komputasi
SM058,QTELA ubi ungu original,0.0,500.0,0.0,25.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,tidak_diketahui,TKPI 2017 + Komputasi
SM059,QTELA tempe original,0.0,550.0,20.0,35.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
SM060,KOKOKRUNCH sereal,0.0,366.6666666666667,6.666666666666667,3.333333333333333,76.66666666666667,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,tidak_diketahui,TKPI 2017 + Komputasi
SM061,HONEYSTARS sereal,0.0,366.6666666666667,3.333333333333333,1.6666666666666667,83.33333333333334,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,tidak_diketahui,TKPI 2017 + Komputasi
SM062,MILO sereal,0.0,366.6666666666667,6.666666666666667,3.333333333333333,76.66666666666667,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,tidak_diketahui,TKPI 2017 + Komputasi
SM063,CORN FLAKES sereal,0.0,366.6666666666667,6.666666666666667,0.0,86.66666666666667,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,tidak_diketahui,TKPI 2017 + Komputasi
SM064,FROOT LOOPS sereal,0.0,400.0,6.666666666666667,1.6666666666666667,86.66666666666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.66666666666667,tidak_diketahui,TKPI 2017 + Komputasi
